id,time,treated,post,y,x1
11,10,1,1.0,3.387260209512623,-0.8785126410853809
12,1,1,0.0,3.035792831220784,-0.4280582287959271
12,2,1,0.0,3.5773754380538882,-0.27271841265920194
12,3,1,0.0,2.9580339926867225,-0.8351828409416799
12,4,1,0.0,3.3801493718080318,0.9552537029900053
12,5,1,0.0,3.8156185164408534,1.2438797492400726
12,6,1,1.0,5.570294009393034,0.6091662702133595
12,7,1,1.0,5.149900361396524,-0.3407882587838508
12,8,1,1.0,3.7389969233729925,-1.8623610290958061
12,9,1,1.0,3.49599093665404,-1.8071566859269461
12,10,1,1.0,5.004174749879138,-0.30215190432626304
13,1,1,0.0,3.7807266524082483,0.5235458351511042
13,2,1,0.0,3.781102639847421,0.3165631040551781
13,3,1,0.0,2.5906905838288194,-0.2370483772433455
13,4,1,0.0,2.1569071184169744,-0.9960953449205703
13,5,1,0.0,3.4865608423223247,0.1988336011285409
13,6,1,1.0,4.752982546129264,0.13710652322055839
13,7,1,1.0,4.010185282546344,0.11927996180139382
13,8,1,1.0,4.039053831929034,-0.14555523193584155
13,9,1,1.0,4.458917301570082,0.4455260266671999
13,10,1,1.0,3.825803227023787,-0.3013409269703624
14,1,1,0.0,4.077132639121158,0.8186630238216842
14,2,1,0.0,4.693105543780962,0.28296375062712315
14,3,1,0.0,3.3452011696146773,-0.6860122522560356
14,4,1,0.0,2.7181327481920383,-1.535709285272317
14,5,1,0.0,2.610328697674014,-0.848396634842909
14,6,1,1.0,4.627348966943459,0.5531412268919781
14,7,1,1.0,3.095951362037483,-1.1037543534623366
14,8,1,1.0,5.698292807219207,1.4415482163586306
14,9,1,1.0,4.40748536369762,-0.8629724210773512
14,10,1,1.0,4.7508574589806996,-0.40871436485843515
15,1,1,0.0,3.946816445520514,0.09472381288388941
15,2,1,0.0,3.685279206734592,-0.3275986185712264
15,3,1,0.0,3.405766115914225,1.5206780293689868
15,4,1,0.0,3.665426888996526,0.4821687376476987
15,5,1,0.0,3.5615476210089345,0.34803310071865035
15,6,1,1.0,5.632278658715487,1.0797802284882931
15,7,1,1.0,4.1206182543348975,0.7199706419742407
15,8,1,1.0,4.164313698377948,-0.40399338882985514
15,9,1,1.0,4.81128830259663,-1.036580540904315
15,10,1,1.0,4.147447270144047,-1.04568578609413
16,1,1,0.0,4.395065159716164,0.15689382038116473
16,2,1,0.0,3.368881127994681,-0.490394387830272
16,3,1,0.0,3.8440683492404504,0.24165819550937345
16,4,1,0.0,2.9414912362663284,-1.0953155054794443
16,5,1,0.0,2.804761318061156,-0.40233673118050867
16,6,1,1.0,3.3809788876006275,-1.406572316785686
16,7,1,1.0,4.1955173166238,-0.9422061209233982
16,8,1,1.0,4.809237229611719,0.4955597219336491
16,9,1,1.0,5.193540284092844,1.2456240560688676
16,10,1,1.0,3.7707990185958034,-1.6282590977631333
17,1,1,0.0,4.404616049003953,0.8635357629273366
17,2,1,0.0,4.326003219599462,0.854580245295261
17,3,1,0.0,4.125760211656127,-0.8723843276797875
17,4,1,0.0,3.599124647808687,1.4231400368512857
17,5,1,0.0,3.2048958222798696,-0.8988465755001893
17,6,1,1.0,4.986463222648373,0.5952261880161231
17,7,1,1.0,5.048680875761924,0.9116084132861851
17,8,1,1.0,3.7176355999538244,-0.32522482484174287
17,9,1,1.0,4.10759693639192,-1.0682844048666915
17,10,1,1.0,4.907938433498918,2.39172420705783
18,1,1,0.0,3.486323309519358,-0.16412932726978166
18,2,1,0.0,3.285509265828085,0.8952772831831687
18,3,1,0.0,4.321542023337544,-0.38240954654121545
18,4,1,0.0,2.7433969078448093,-0.12122473558318383
18,5,1,0.0,3.714567491369263,0.5398128510921829
18,6,1,1.0,4.738191281393764,0.7037362204876277
18,7,1,1.0,4.297359396494881,-2.7480248137877052
18,8,1,1.0,4.143047615546713,-0.4978805677564023
18,9,1,1.0,4.209680983373481,1.2291751824516288
18,10,1,1.0,4.461652450040904,2.310305988208175
19,1,1,0.0,4.2630768586303365,0.2840473457895652
19,2,1,0.0,4.031442732147043,0.9615920401588718
19,3,1,0.0,4.0075627991078875,0.1880417244043678
19,4,1,0.0,2.918796027135898,1.2484853684055297
19,5,1,0.0,4.234607578168376,0.3689848307852841
19,6,1,1.0,5.47073985682475,0.5461122257697325
19,7,1,1.0,4.6198090959110285,0.3698087097799145
19,8,1,1.0,3.4941567433564,-0.9824290754812778
19,9,1,1.0,5.402587150610686,0.7369693829477952
19,10,1,1.0,5.124592264985484,0.2847683696308036
20,1,1,0.0,2.6709584188159345,-2.056369889538669
20,2,1,0.0,3.3195991314213935,0.5668389180267627
20,3,1,0.0,4.440628214086764,0.7178715862640512
20,4,1,0.0,3.4715482320895785,-1.113746704773615
20,5,1,0.0,3.564974481863978,-0.8071091052411898
20,6,1,1.0,4.118562335740759,-0.808579815078518
20,7,1,1.0,4.552895352177246,1.7995350308617175
20,8,1,1.0,4.63224323584378,-0.8440681433869269
20,9,1,1.0,4.253107093223656,-1.529323847225266
20,10,1,1.0,4.354408302139456,-0.19509907821117517
